代码,名称,地区,行业,市场,上市日期,交易日,最新价,涨跌幅,成交额,总市值,流通市值,总市值_亿元,流通市值_亿元,量比,市盈率,市净率
000612,焦作万方,河南,铝,主板,19960926,20260701,10.57,-0.1889,359391131.49,12601547658.0,12590565428.0,126.01547658,125.90565428,0.72,11.7648,1.6353
000617,中油资本,新疆,多元金融,主板,19961022,20260701,6.84,3.7936,810523855.6800001,86471821044.0,86471821044.0,864.71821044,864.71821044,1.32,20.11,0.8125
000620,盈新发展,北京,全国地产,主板,19961029,20260701,3.85,10.0,3141476127.14,22606487750.0,17986232880.0,226.0648775,179.8623288,1.6,,6.1689
000623,吉林敖东,吉林,中成药,主板,19961028,20260701,18.71,5.5274,524756920.79,22375202934.0,22282983215.0,223.75202934,222.82983215,1.69,9.3415,0.7105
000633,合金投资,新疆,小金属,主板,19961112,20260701,4.93,3.5714,62328647.0,1898574552.0,1898554831.9999998,18.98574552,18.985548319999996,1.14,250.7464,9.5262
000635,英力特,宁夏,化工原料,主板,19961120,20260701,6.17,2.1523,32831342.95,2431804312.0,2263278166.0,24.31804312,22.63278166,0.74,,2.2053
000637,茂化实华,广东,石油加工,主板,19961114,20260701,3.61,3.1429,41548732.12,1876750194.0,1316167373.0,18.76750194,13.16167373,1.03,,3.9215
000661,长春高新,吉林,生物制药,主板,19961218,20260701,70.27,5.5105,1011734486.09,28665775151.999996,28080917942.0,286.65775152,280.80917942,1.48,184.9746,1.2865
000678,襄阳轴承,湖北,汽车配件,主板,19970106,20260701,8.94,5.1765,178876068.02,4108929491.9999995,4108929491.9999995,41.08929491999999,41.08929491999999,1.45,,5.2739
000695,滨海能源,天津,化工原料,主板,19970218,20260701,12.62,0.96,114922631.0,2924712763.9999995,2799257344.0,29.247127639999995,27.99257344,0.89,,9.7801
001696,宗申动力,重庆,摩托车,主板,19970306,20260701,20.08,-3.5079,1249719611.71,22992140151.999996,17899012808.0,229.92140151999996,178.99012808,0.57,34.5479,4.1369
000700,模塑科技,江苏,汽车配件,主板,19970228,20260701,15.34,3.9295,1310149435.88,14082356236.0,14082356236.0,140.82356236,140.82356236,1.03,29.1576,3.552
000703,恒逸石化,广西,化纤,主板,19970328,20260701,14.64,7.885,2260253470.7,55940712216.0,55660029744.0,559.40712216,556.60029744,1.11,216.5462,2.1158
000705,浙江震元,浙江,医药商业,主板,19970410,20260701,6.15,5.1282,53141188.0,2054858295.0,1734087210.0,20.54858295,17.3408721,1.4,90.5534,1.0565
000707,双环科技,湖北,化工原料,主板,19970415,20260701,4.39,4.0284,51001844.03,2566908508.0,2417588804.0,25.66908508,24.17588804,1.39,,0.9283
000710,贝瑞基因,四川,医疗保健,主板,19970422,20260701,7.88,5.63,88682206.0,2785748632.0,2596695612.0,27.85748632,25.96695612,1.39,,1.9172
000713,国投丰乐,安徽,种植业,主板,19970422,20260701,5.42,3.8314,47511621.2,4326349690.0,3327961300.0,43.2634969,33.279613,1.75,65.5299,1.3831
000715,中兴商业,辽宁,百货,主板,19970508,20260701,4.74,2.1552,41214121.36,2561660004.0,2303788362.0,25.61660004,23.03788362,0.91,22.4271,1.2589
000718,苏宁环球,吉林,区域地产,主板,19970408,20260701,1.76,3.5294,54292956.9,5340960064.0,4016020447.9999995,53.40960064,40.16020448,1.08,287.2221,0.5836
000719,中原传媒,河南,出版业,主板,19970331,20260701,10.85,0.7428,56955471.2,11101760145.0,7238550375.0,111.01760145,72.38550375,1.2,8.0702,0.897
000721,西安饮食,陕西,酒店餐饮,主板,19970430,20260701,5.64,3.6765,65397211.0,3236876652.0,2889712092.0,32.36876652,28.89712092,0.91,,25.5148
000723,美锦能源,山西,焦炭加工,主板,19970515,20260701,3.45,2.9851,270060691.89000005,15192068100.0,15162770355.0,151.920681,151.62770355,1.25,,1.23
000727,冠捷科技,江苏,元器件,主板,19970520,20260701,2.66,-2.5641,511008707.9,12048648220.0,12048648220.0,120.4864822,120.4864822,0.96,,6.6842
000728,国元证券,安徽,证券,主板,19970616,20260701,7.83,4.5394,735131753.6,34168380957.0,34168380957.0,341.68380957,341.68380957,1.01,14.0833,0.8789
000729,燕京啤酒,北京,啤酒,主板,19970716,20260701,10.53,3.9487,414407397.34999996,29679219882.0,26426158551.0,296.79219882,264.26158551,1.13,17.6755,1.8849
000735,罗牛山,海南,农业综合,主板,19970611,20260701,4.98,4.8421,192812066.89,5734537728.0,5731469550.0,57.34537728,57.3146955,1.88,37.2924,1.3756
000766,通化金马,吉林,化学制药,主板,19970430,20260701,18.94,-2.3711,903033406.54,18305409618.0,18296185838.0,183.05409618,182.96185838,1.3,533.8959,7.8914
000767,晋控电力,山西,火力发电,主板,19970609,20260701,3.99,4.1775,726104529.12,12276999378.0,11619863136.0,122.76999378,116.19863136,1.09,62.5866,2.0325
000792,盐湖股份,青海,农药化肥,主板,19970904,20260701,30.49,0.9937,3134581992.66,161340048574.0,161338609446.0,1613.40048574,1613.38609446,1.05,19.036,3.6098
000798,中水渔业,北京,渔业,主板,19980212,20260701,7.27,2.9745,61899295.080000006,2659792749.0,2659629174.0,26.59792749,26.59629174,1.26,31.7571,6.567
000811,冰轮环境,山东,工程机械,主板,19980528,20260701,54.9,-2.3479,2699514488.54,54487042200.0,53713923930.0,544.870422,537.1392393,0.77,96.5423,8.3406
000812,陕西金叶,陕西,广告包装,主板,19980623,20260701,3.21,3.5484,60849741.4,2427823152.0,2425763295.0,24.27823152,24.25763295,1.47,,1.6268
000813,德展健康,新疆,化学制药,主板,19980519,20260701,3.12,2.9703,117305298.33,6542969160.0,6541892760.0,65.4296916,65.4189276,0.81,,1.422
000818,航锦科技,辽宁,化工原料,主板,19971017,20260701,14.85,2.2727,1126465801.08,9801000000.0,9774439290.0,98.01,97.7443929,1.44,,4.4849
000823,超声电子,广东,元器件,主板,19971008,20260701,26.0,1.3645,4440731956.55,15468827400.0,15468237200.0,154.688274,154.682372,1.43,69.5388,3.2284
000826,*ST启环,湖北,环境保护,主板,19980225,20260701,1.95,2.0942,79244348.56,2779438740.0,2779052444.9999995,27.7943874,27.790524449999996,2.73,,
000830,鲁西化工,山东,化工原料,主板,19980807,20260701,12.48,4.0,548219797.4499999,23765902368.0,23764120224.0,237.65902368,237.64120224,0.99,26.2112,1.2258
000831,中国稀土,江西,小金属,主板,19980911,20260701,53.53,-3.5322,2378247081.6600003,56807149424.0,56807149424.0,568.07149424,568.07149424,0.88,329.1711,11.4828
000856,冀东装备,河北,专用机械,主板,19980813,20260701,7.36,2.9371,54030359.0,1670720000.0,1670720000.0,16.7072,16.7072,1.22,63.9754,3.9937
000858,五粮液,四川,白酒,主板,19980427,20260701,74.52,0.7027,2817061597.8,289257428160.0,289250378568.0,2892.5742816,2892.50378568,1.0,32.3039,2.2599
000860,顺鑫农业,北京,白酒,主板,19981104,20260701,10.26,4.6939,148509170.17999998,7610529420.0,7610529420.0,76.1052942,76.1052942,1.44,,1.1084
000877,天山股份,新疆,水泥,主板,19990107,20260701,3.68,1.3774,67845335.0,26166609456.000004,26166603936.0,261.66609456000003,261.66603936,1.39,,0.354
000882,华联股份,北京,其他商业,主板,19980616,20260701,1.35,4.6512,125226249.38,3695425128.0000005,3692703790.0,36.95425128000001,36.9270379,0.89,,0.5647
000887,中鼎股份,安徽,汽车配件,主板,19981203,20260701,17.86,-0.1677,553258607.85,23512506042.0,23474658916.000004,235.12506042,234.74658916000004,0.72,14.7934,1.6046
000888,峨眉山A,四川,旅游景点,主板,19971021,20260701,9.08,1.566,70567969.0,4784370948.0,4784370948.0,47.84370948,47.84370948,1.08,21.7445,1.7558
000889,中嘉博创,河北,通信设备,主板,19971218,20260701,3.42,1.4837,148494712.8,3202115562.0,2974870242.0,32.02115562,29.74870242,0.9,,46.1056
000895,双汇发展,河南,食品,主板,19981210,20260701,23.22,3.6607,355155833.21000004,80449433064.0,80438944590.0,804.49433064,804.3894459,1.19,15.7602,3.5507
000899,赣能股份,江西,火力发电,主板,19971126,20260701,10.03,3.8302,170961337.48,9786048334.0,9786048334.0,97.86048334,97.86048334,1.15,9.7218,1.4706
000900,现代投资,湖南,路桥,主板,19990128,20260701,3.55,2.6012,39742696.6,5388290465.000001,5387970965.0,53.88290465000001,53.87970965,1.0,13.3196,0.4817
000901,航天科技,黑龙江,汽车配件,主板,19990401,20260701,17.78,-0.0562,372768955.19,14192020892.0,14191878651.999998,141.92020892,141.91878651999997,0.93,202.026,3.3412
000903,ST云动,云南,汽车配件,主板,19990415,20260701,1.87,3.8889,45762668.46,3618159028.0,3590889192.0,36.18159028,35.90889192,1.2,,5.8818
000913,钱江摩托,浙江,摩托车,主板,19990514,20260701,10.41,1.561,46855853.260000005,5479938510.0,5414269107.0,54.7993851,54.14269107,1.15,5.6081,1.0283
000925,众合科技,浙江,运输设备,主板,19990611,20260701,10.27,9.9572,1101633979.75,6946317846.0,6892735148.0,69.46317846,68.92735148,1.23,,2.1572
000936,华西股份,江苏,化纤,主板,19990810,20260701,5.39,1.6981,91122976.76,4775609531.0,4774932547.0,47.75609531,47.74932547,1.04,63.6858,0.9354
000953,中哲精化,广西,化学制药,主板,19991202,20260701,5.35,3.6822,53934378.0,1958753770.0,1958753770.0,19.5875377,19.5875377,1.38,300.1892,12.6895
000959,首钢股份,北京,普钢,主板,19991216,20260701,3.62,3.1339,267329678.10000002,28072981988.0,26974818788.0,280.72981988,269.74818788,1.28,28.196,0.5584
000962,东方钽业,宁夏,小金属,主板,20000120,20260701,86.31,-4.7351,4234036968.55,45525081231.00001,43429267287.0,455.2508123100001,434.29267287,1.06,176.2788,11.37
000970,中科三环,北京,矿物制品,主板,20000420,20260701,15.49,1.975,2016341804.57,18831592642.0,18831592642.0,188.31592642,188.31592642,1.48,206.2186,2.8817
000973,佛塑科技,广东,塑料,主板,20000525,20260701,14.28,-0.4878,647278709.05,35103621504.0,13814803296.0,351.03621504,138.14803296,1.03,324.9593,3.836
000977,浪潮信息,山东,IT设备,主板,20000608,20260701,67.26,-3.9143,6660566508.63,98769742842.0,98659106868.0,987.69742842,986.59106868,1.1,40.9346,4.4286
000980,众泰汽车,浙江,汽车配件,主板,20000616,20260701,2.0,1.5228,228998644.35,10085095400.0,10085001800.0,100.850954,100.850018,0.89,,308.4149
000981,山子高科,甘肃,汽车配件,主板,20000622,20260701,2.89,0.3472,630433503.0,28892690901.0,27493599129.0,288.92690901,274.93599129,0.91,28.1666,9.3224
000987,越秀资本,广东,多元金融,主板,20000718,20260701,8.17,6.2419,603205287.04,40989971708.0,40959025382.0,409.89971708,409.59025382,1.41,11.647,1.2311
000989,九芝堂,湖南,中成药,主板,20000628,20260701,8.17,5.148,156349577.26,6993046957.0,5671236546.0,69.93046957,56.71236546,1.47,31.415,1.8089
000995,皇台酒业,甘肃,白酒,主板,20000807,20260701,9.96,4.8421,136803210.0,1766983679.9999998,1766983679.9999998,17.6698368,17.6698368,1.04,125.13,10.6897
002001,新和成,浙江,化学制药,主板,20040625,20260701,29.98,5.4891,1137381981.4299998,92141182566.0,91044760002.0,921.41182566,910.44760002,1.1,13.6219,2.6227
600020,中原高速,河南,路桥,主板,20030808,20260701,3.73,1.084,41921954.0,8382696814.0,8382696814.0,83.82696814,83.82696814,1.07,13.3379,0.7042
600021,上海电力,上海,火力发电,主板,20031029,20260701,15.1,0.1991,605089051.0,42610324580.0,42610324580.0,426.1032458,426.1032458,0.81,15.3974,2.0481
600026,中远海能,上海,水运,主板,20020523,20260701,16.7,-6.9119,1818508096.0,91269187360.0,63827376619.99999,912.6918736,638.2737662,0.92,22.6064,1.893
600036,招商银行,深圳,银行,主板,20020409,20260701,35.91,1.1549,3183805654.0,905644655496.0,740785393404.0,9056.44655496,7407.85393404,0.79,6.0304,0.7998
600039,四川路桥,四川,建筑工程,主板,20030325,20260701,8.06,3.0691,133721162.00000001,70086460236.0,70086460236.0,700.86460236,700.86460236,1.07,9.605,1.3243
600050,中国联通,北京,电信运营,主板,20021009,20260701,4.08,2.0,596390648.0,127558855632.0,126440869536.0,1275.58855632,1264.40869536,1.02,13.9765,0.7473
600062,华润双鹤,北京,化学制药,主板,19970522,20260701,16.63,3.6783,188457078.0,17271626975.0,17265688402.0,172.71626975,172.65688402,1.24,10.487,1.4251
600063,皖维高新,安徽,化纤,主板,19970528,20260701,8.23,8.2895,2063147342.0,17028745672.0,17028745672.0,170.28745672,170.28745672,1.59,39.2373,2.012
600064,南京高科,江苏,园区开发,主板,19970506,20260701,7.24,1.5428,92849408.0,12527658703.999998,12527658703.999998,125.27658703999998,125.27658703999998,1.07,6.8449,0.6345
600085,同仁堂,北京,中成药,主板,19970625,20260701,23.25,2.8306,220929365.0,31886684474.999996,31886684474.999996,318.86684475,318.86684475,0.86,26.8096,2.2638
600094,大名城,上海,区域地产,主板,19970703,20260701,3.53,2.0231,66108149.99999999,8207073500.0,7505591899.999999,82.070735,75.05591899999999,0.97,57.2005,0.7986
600103,青山纸业,福建,造纸,主板,19970703,20260701,3.12,1.6287,289380292.0,6991379304.0,6902466480.0,69.91379304,69.0246648,0.97,127.85,1.758
600116,三峡水利,重庆,水力发电,主板,19970804,20260701,5.69,1.6071,82665024.0,10880093100.999998,10880093100.999998,108.80093100999999,108.80093100999999,0.94,24.9589,0.9599
600118,中国卫星,北京,航空,主板,19970908,20260701,85.65,4.3876,6688594315.0,101280191415.0,101280191415.0,1012.80191415,1012.80191415,1.21,2848.4147,16.0128
600119,*ST长投,上海,仓储物流,主板,19980115,20260701,4.48,4.918,16881533.0,1636411392.0,1636411392.0,16.36411392,16.36411392,1.07,,22.0464
000002,万科A,深圳,全国地产,主板,19910129,20260701,3.08,4.0541,502802617.61,36746585260.0,29928162572.0,367.4658526,299.28162572,1.08,,0.3324
000004,国华退,深圳,软件服务,主板,19901201,20260701,0.37,8.8235,4161907.0300000003,48980711.0,46726967.00000001,0.48980711,0.4672696700000001,1.43,7.5503,0.5641
000006,深振业A,深圳,区域地产,主板,19920427,20260701,7.53,0.6684,135732570.99,10165462350.0,10165385544.0,101.6546235,101.65385544,0.83,,1.8933
000008,神州高铁,北京,运输设备,主板,19920507,20260701,2.39,2.5751,80816291.67999999,6492142703.0,6491949830.0,64.92142703,64.9194983,1.0,,3.0081
000016,*ST康佳A,深圳,家用电器,主板,19920327,20260701,2.42,5.2174,30411389.52,5827227868.0,3863756996.0,58.27227868,38.63756996,0.43,,
000025,特力A,深圳,综合类,主板,19930621,20260701,13.75,2.003,74294991.92,5927051625.0,5400701625.0,59.27051625,54.00701625,0.57,41.4869,3.1867
000026,飞亚达,深圳,服饰,主板,19930603,20260701,21.05,-2.2748,314641418.77,8541332200.0,7674002735.0,85.413322,76.74002735,1.13,97.8189,2.5137
000027,深圳能源,深圳,火力发电,主板,19930903,20260701,6.26,0.9677,253774890.73000002,29781260774.0,29781260774.0,297.81260774,297.81260774,1.01,14.159,0.8902
000035,中国天楹,江苏,环境保护,主板,19940408,20260701,4.8,-0.6211,183279610.28,11462556960.0,11102523359.999998,114.6255696,111.02523359999998,1.21,40.3682,1.0654
000036,华联控股,深圳,全国地产,主板,19940617,20260701,4.41,0.9153,128790972.02,6190840466.999999,6187147092.0,61.90840466999999,61.87147092,1.08,88.2572,1.2037
000056,*ST皇庭,深圳,其他商业,主板,19960708,20260701,2.24,-1.7544,233676086.92,2648863213.0,2024362386.0,26.48863213,20.24362386,2.44,,
000059,华锦股份,辽宁,石油加工,主板,19970130,20260701,4.06,8.2667,199796610.87,6493736956.0,6493616780.0,64.93736956,64.9361678,2.15,,0.6663
000062,深圳华强,深圳,元器件,主板,19970130,20260701,30.49,-4.1798,1294322814.67,31889774557.0,31859004049.0,318.89774557,318.59004049,0.66,68.8855,4.6439
000063,中兴通讯,深圳,通信设备,主板,19971118,20260701,37.18,2.7356,8277456471.7699995,177851827582.0,149746956216.0,1778.51827582,1497.46956216,1.26,31.6589,2.3192
000068,华控赛格,深圳,环境保护,主板,19970611,20260701,3.11,9.894,60256476.85,3130748364.9999995,3130748364.9999995,31.307483649999995,31.307483649999995,0.81,,5.3484
000069,华侨城A,深圳,全国地产,主板,19970910,20260701,1.68,2.439,109382785.49,13503433608.0,11589651024.0,135.03433608,115.89651024,1.19,,0.3952
000089,深圳机场,深圳,机场,主板,19980420,20260701,6.22,3.1509,86053325.24000001,12755786290.0,12755561748.0,127.5578629,127.55561748,1.18,24.2872,1.073
000159,国际实业,新疆,石油贸易,主板,20000926,20260701,5.43,0.9294,74280961.11,2610124980.0,2610029955.0,26.1012498,26.10029955,0.95,68.6564,1.2662
000301,东方盛虹,江苏,化纤,主板,20000529,20260701,12.02,4.9782,285481449.88,79467012486.0,79429697045.0,794.67012486,794.29697045,0.95,594.1622,2.2878
000401,金隅冀东,河北,水泥,主板,19960614,20260701,3.42,2.3952,35065324.95,9091103125.0,8999233033.0,90.91103125,89.99233033,1.12,41.568,0.3464
000407,胜利股份,山东,供气供热,主板,19960703,20260701,3.76,1.6216,58819711.0,3309118472.0,3292913248.0,33.09118472,32.92913248,1.04,21.243,1.0699
000409,云鼎科技,山东,软件服务,主板,19960627,20260701,8.43,2.4301,56844535.83,5713436757.0,4977774927.0,57.13436757,49.77774927,1.1,69.3335,3.4801
000417,合百集团,安徽,百货,主板,19960812,20260701,9.0,2.8571,762748228.9200001,7018957800.0,7011247500.0,70.189578,70.112475,0.85,43.8096,1.4731
000428,华天酒店,湖南,酒店餐饮,主板,19960808,20260701,3.13,2.9605,40634027.1,3189238380.0,3189238380.0,31.8923838,31.8923838,1.11,,2.4982
000429,粤高速A,广东,路桥,主板,19980220,20260701,13.48,-1.2454,81678391.75,28184066228.0,17568887052.0,281.84066228,175.68887052,1.16,15.6462,2.4458
000517,荣安地产,浙江,区域地产,主板,19930806,20260701,1.69,1.8072,45130358.0,5380829025.0,4211457015.9999995,53.80829025,42.11457015999999,0.92,,1.1587
000518,四环生物,江苏,生物制药,主板,19930908,20260701,3.38,4.644,203952697.76000002,3479899956.0,3479830666.0,34.79899956,34.79830666,1.5,,10.7634
000519,中兵红箭,河南,专用机械,主板,19931008,20260701,20.36,-3.3697,1686151142.48,28352501240.0,28352501240.0,283.5250124,283.5250124,0.78,679.9806,2.7243
000520,凤凰航运,湖北,水运,主板,19931025,20260701,4.1,9.9196,244393454.45,4149542350.0,4149542350.0,41.4954235,41.4954235,1.57,,9.8536
000523,红棉股份,广东,食品,主板,19931108,20260701,2.65,2.7132,69268969.0,4863991525.0,3511674530.0,48.63991525,35.1167453,1.18,61.289,2.4819
000526,学大教育,福建,文教休闲,主板,19931101,20260701,27.29,7.5256,127663741.0,3325589419.0,3273138039.0,33.25589419,32.73138039,1.58,17.0457,3.1951
000538,云南白药,云南,中成药,主板,19931215,20260701,47.97,1.2666,405083751.51,85591076922.0,85047615198.0,855.91076922,850.47615198,0.82,16.6084,2.0332
000545,金浦钛业,吉林,化工原料,主板,19931215,20260701,2.62,10.084,232292228.53,2585502722.0,2581756122.0,25.85502722,25.81756122,1.09,,4.1447
000550,江铃汽车,江西,汽车整车,主板,19931201,20260701,16.29,0.4316,61482217.32,14061756060.0,8445765527.999999,140.6175606,84.45765528,1.3,11.8418,1.168
000551,创元科技,江苏,专用机械,主板,19940106,20260701,21.0,1.7935,1233536611.78,10179393000.0,10175491200.0,101.79393,101.754912,0.98,34.5105,3.3429
000563,陕国投A,陕西,多元金融,主板,19940110,20260701,2.86,3.6232,157756851.54999998,14625955344.0,14625955344.0,146.25955344,146.25955344,1.29,10.2096,0.7867
000568,泸州老窖,四川,白酒,主板,19940509,20260701,77.98,0.5934,974269391.39,114778871172.0,114713266598.0,1147.78871172,1147.13266598,0.76,10.5975,2.2245
000571,新大洲A,海南,煤炭开采,主板,19940525,20260701,6.64,4.8973,289163889.48999995,5571817224.0,5404908208.0,55.71817224,54.04908208,0.88,,369.5237
000576,甘化科工,广东,电气设备,主板,19940907,20260701,6.73,2.4353,67539389.0,2937095159.0,2919576969.0,29.37095159,29.19576969,1.38,38.7695,1.7782
000582,北部湾港,广西,港口,主板,19951102,20260701,11.07,3.1687,443981847.48,27864125415.0,23876309574.0,278.64125415,238.76309574,1.06,26.8434,1.3649
000589,贵州轮胎,贵州,汽车配件,主板,19960308,20260701,4.14,1.9704,105003724.38,6435175013.999999,6392618297.999999,64.35175014,63.92618297999999,1.16,10.379,0.7001
000590,古汉医药,湖南,中成药,主板,19960119,20260701,8.41,2.9376,49169581.0,2013952792.0,2013004984.9999998,20.13952792,20.13004985,1.33,,3.724
000591,太阳能,重庆,新型电力,主板,19960208,20260701,4.68,1.7391,309788008.08,18274711572.0,18267893280.0,182.74711572,182.6789328,0.86,22.2145,0.7607
