datetime,日期,时间,代码,周期,开盘,最高,最低,收盘,成交量,成交额
2026-03-10 09:35:00,2026-03-10,20260310093500000,601068,5,6.33,6.35,6.23,6.25,3290200,20667467.0
2026-03-10 09:40:00,2026-03-10,20260310094000000,601068,5,6.23,6.3,6.23,6.27,2214400,13865115.0
2026-03-10 09:45:00,2026-03-10,20260310094500000,601068,5,6.27,6.34,6.26,6.33,785400,4951453.0
2026-03-10 09:50:00,2026-03-10,20260310095000000,601068,5,6.33,6.35,6.31,6.32,669100,4237044.0
2026-03-10 09:55:00,2026-03-10,20260310095500000,601068,5,6.32,6.33,6.29,6.31,748400,4724065.0
2026-03-10 10:00:00,2026-03-10,20260310100000000,601068,5,6.3,6.32,6.3,6.32,521100,3287087.0
2026-03-10 10:05:00,2026-03-10,20260310100500000,601068,5,6.31,6.33,6.29,6.3,551600,3478915.0
2026-03-10 10:10:00,2026-03-10,20260310101000000,601068,5,6.29,6.32,6.28,6.3,458600,2889399.0
2026-03-10 10:15:00,2026-03-10,20260310101500000,601068,5,6.3,6.3,6.29,6.29,879100,5521634.0
2026-03-10 10:20:00,2026-03-10,20260310102000000,601068,5,6.29,6.29,6.27,6.27,511200,3208760.0
2026-03-10 10:25:00,2026-03-10,20260310102500000,601068,5,6.27,6.29,6.27,6.29,246500,1547824.0
2026-03-10 10:30:00,2026-03-10,20260310103000000,601068,5,6.28,6.29,6.27,6.28,208300,1308233.0
2026-03-10 10:35:00,2026-03-10,20260310103500000,601068,5,6.27,6.28,6.25,6.26,678792,4249753.0
2026-03-10 10:40:00,2026-03-10,20260310104000000,601068,5,6.25,6.26,6.25,6.25,264200,1651986.0
2026-03-10 10:45:00,2026-03-10,20260310104500000,601068,5,6.25,6.26,6.24,6.25,295000,1843340.0
2026-03-10 10:50:00,2026-03-10,20260310105000000,601068,5,6.25,6.26,6.24,6.25,341100,2130690.0
2026-03-10 10:55:00,2026-03-10,20260310105500000,601068,5,6.25,6.25,6.24,6.25,327100,2041397.0
2026-03-10 11:00:00,2026-03-10,20260310110000000,601068,5,6.24,6.25,6.23,6.24,404300,2520153.0
2026-03-10 11:05:00,2026-03-10,20260310110500000,601068,5,6.23,6.24,6.23,6.24,235800,1470657.0
2026-03-10 11:10:00,2026-03-10,20260310111000000,601068,5,6.24,6.24,6.23,6.24,273200,1702325.0
2026-03-10 11:15:00,2026-03-10,20260310111500000,601068,5,6.24,6.24,6.23,6.23,101400,632141.0
2026-03-10 11:20:00,2026-03-10,20260310112000000,601068,5,6.23,6.24,6.22,6.24,289700,1805021.0
2026-03-10 11:25:00,2026-03-10,20260310112500000,601068,5,6.23,6.24,6.23,6.24,154200,961342.0
2026-03-10 11:30:00,2026-03-10,20260310113000000,601068,5,6.24,6.24,6.23,6.24,121500,757938.0
2026-03-10 13:05:00,2026-03-10,20260310130500000,601068,5,6.24,6.24,6.21,6.22,1155692,7189628.0
2026-03-10 13:10:00,2026-03-10,20260310131000000,601068,5,6.22,6.23,6.2,6.21,412900,2565645.0
2026-03-10 13:15:00,2026-03-10,20260310131500000,601068,5,6.2,6.21,6.19,6.19,660900,4094697.0
2026-03-10 13:20:00,2026-03-10,20260310132000000,601068,5,6.19,6.21,6.19,6.21,276400,1713778.0
2026-03-10 13:25:00,2026-03-10,20260310132500000,601068,5,6.21,6.21,6.2,6.21,120000,744386.0
2026-03-10 13:30:00,2026-03-10,20260310133000000,601068,5,6.2,6.21,6.19,6.2,184600,1144808.0
2026-03-10 13:35:00,2026-03-10,20260310133500000,601068,5,6.2,6.21,6.2,6.2,332000,2059177.0
2026-03-10 13:40:00,2026-03-10,20260310134000000,601068,5,6.21,6.23,6.2,6.22,285300,1772916.0
