日期,开盘,最高,最低,收盘,成交量,成交额,涨跌幅,代码
2025-08-06,10.514141,10.5337936,10.3569202,10.4551832,6110890.0,64778284.62,-0.3745,600128
2025-08-07,10.4846621,10.6222303,10.3863991,10.514141,9929989.0,106419183.86,0.5639,600128
2025-08-08,10.514141,10.6615355,10.4355306,10.6025777,7496100.0,80437302.0,0.8411,600128
2025-08-11,10.612404,10.7499722,10.5337936,10.7303196,7862436.0,85350011.09,1.2048,600128
2025-08-12,10.7401459,10.7597985,10.6320566,10.6517092,4799775.0,52159313.75,-0.7326,600128
2025-08-13,10.7008407,10.7303196,10.5436199,10.5632725,9413700.0,101777007.0,-0.8303,600128
2025-08-14,10.5632725,10.6222303,10.3569202,10.3569202,8251000.0,87979195.0,-1.9535,600128
2025-08-15,10.3274413,10.612404,10.3274413,10.5239673,6344300.0,67872724.0,1.6129,600128
2025-08-18,10.5829251,10.7204933,10.5829251,10.6811881,7276100.0,78917903.0,1.4939,600128
2025-08-19,10.6811881,10.7892774,10.6222303,10.7303196,8661211.0,94504441.02,0.46,600128
2025-08-20,10.6910144,10.7597985,10.6320566,10.7303196,7132400.0,77629870.0,0.0,600128
2025-08-21,10.7892774,10.7892774,10.6418829,10.6517092,6810475.0,74184630.0,-0.7326,600128
2025-08-22,10.6910144,10.7303196,10.5632725,10.710667,7517600.0,81535991.0,0.5535,600128
2025-08-25,10.710667,10.7499722,10.612404,10.6320566,7541701.0,81876367.91,-0.7339,600128
2025-08-26,10.6517092,10.7696248,10.5927514,10.6713618,7370902.0,80343997.79,0.3697,600128
2025-08-27,10.7204933,11.0251086,10.6222303,10.6811881,17740000.0,195497164.97,0.0921,600128
2025-08-28,10.6910144,10.7401459,10.1407416,10.4551832,12733200.0,135494323.0,-2.1159,600128
2025-08-29,10.4453569,10.5043147,10.3274413,10.3667465,6401200.0,67773404.0,-0.8459,600128
2025-09-01,10.4650095,11.1528505,10.4453569,10.8678878,21491100.0,239159095.25,4.8341,600128
2025-09-02,10.907193,10.9268456,10.6418829,10.7696248,10183000.0,111386971.0,-0.9042,600128
2025-09-03,10.7696248,10.8777141,10.2881361,10.3470939,9175501.0,98908306.96,-3.9234,600128
2025-09-04,10.415878,10.8482352,10.317615,10.6615355,12130800.0,131191856.96,3.0389,600128
2025-09-05,10.7401459,10.7499722,10.4257043,10.7401459,9125910.0,98554056.7,0.7373,600128
2025-09-08,10.7892774,10.907193,10.7401459,10.8384089,9735000.0,107223720.0,0.9149,600128
2025-09-09,10.8482352,11.0251086,10.7499722,10.9858034,13536301.0,150660751.16,1.3599,600128
2025-09-10,10.9956297,11.2412872,10.8777141,11.0545875,12324148.0,138736134.4,0.6261,600128
2025-09-11,10.9563245,10.9956297,10.7597985,10.9563245,10537864.0,116562993.56,-0.8889,600128
2025-09-12,10.9268456,11.0251086,10.8482352,10.8580615,9281000.0,103186688.0,-0.8969,600128
2025-09-15,10.8482352,10.9268456,10.6811881,10.7696248,6865300.0,75294391.0,-0.8145,600128
2025-09-16,10.80893,10.9268456,10.7499722,10.8777141,5753701.0,63347899.97,1.0036,600128
2025-09-17,10.8580615,10.8875404,10.7303196,10.7499722,5884501.0,64614866.99,-1.1743,600128
2025-09-18,10.7696248,10.7991037,10.3569202,10.4551832,9069000.0,97685781.0,-2.7422,600128
2025-09-19,10.4748358,10.5043147,10.2488309,10.3470939,7161700.0,75282761.99,-1.0338,600128
2025-09-22,10.3667465,10.3863991,10.1505679,10.219352,5961800.0,62117497.0,-1.2346,600128
2025-09-23,10.219352,10.2390046,9.7378633,10.0621312,8193801.0,82710985.01,-1.5385,600128
2025-09-24,10.0621312,10.1996994,9.9540419,10.1505679,5013700.0,51676354.0,0.8789,600128
2025-09-25,10.1407416,10.2095257,9.9736945,9.9835208,4343501.0,44531488.15,-1.6457,600128
2025-09-26,9.9835208,10.219352,9.924563,10.0719575,4623500.0,47569433.0,0.8858,600128
2025-09-29,10.0621312,10.219352,9.8557789,10.1702205,4961900.0,50885194.0,0.9756,600128
2025-09-30,10.1702205,10.2979624,10.1407416,10.2684835,3865501.0,40290317.43,0.9662,600128
2025-10-09,10.2881361,10.4060517,10.219352,10.2684835,4656301.0,48761606.49,0.0,600128
2025-10-10,10.219352,10.6615355,10.219352,10.5239673,8587543.0,91614459.69,2.488,600128
