日期,开盘,最高,最低,收盘,成交量,成交额,涨跌幅,代码
2025-05-23,20.82032814,21.13945068,20.37549066,20.38516104,8668982,186134595.94,-2.4074,000550
2025-05-26,20.31746838,20.8880208,20.2110942,20.43351294,6798040,144439716.48,0.2372,000550
2025-05-27,20.32713876,20.85900966,20.03702736,20.15307192,4755515,99966260.24,-1.3725,000550
2025-05-28,20.80098738,21.274836,20.19175344,20.24977572,8935368,190725997.5,0.4798,000550
2025-05-29,20.1143904,21.6616512,20.1143904,21.38121018,14130381,307936652.71,5.5874,000550
2025-05-30,21.3715398,22.0484664,20.67527244,20.77197624,13189305,289197686.47,-2.8494,000550
2025-06-03,20.51087598,20.70428358,19.99834584,20.07570888,8175200,170165525.0,-3.352,000550
2025-06-04,20.09504964,20.2110942,19.84361976,19.99834584,4486055,92840710.72,-0.3854,000550
2025-06-05,20.03702736,20.0660385,19.84361976,19.9209828,4323800,89171183.0,-0.3868,000550
2025-06-06,19.94999394,20.00801622,19.4858157,19.60186026,5641609,114577295.87,-1.6019,000550
2025-06-09,19.62120102,19.80493824,19.55350836,19.64054178,4971659,101087557.45,0.1973,000550
2025-06-10,19.65021216,19.7759271,19.34076,19.50515646,5260899,106113336.02,-0.6893,000550
2025-06-11,19.49548608,19.6792233,19.42779342,19.5341676,4897608,98875319.82,0.1487,000550
2025-06-12,19.4858157,19.51482684,19.32141924,19.36010076,6121218,122623819.87,-0.8911,000550
2025-06-13,19.25372658,19.46647494,19.20537468,19.37944152,5905473,118193737.03,0.0999,000550
2025-06-16,19.36010076,19.6792233,19.25372658,19.60186026,5376031,108550788.81,1.1477,000550
2025-06-17,19.52449722,19.70823444,19.44713418,19.65988254,3027298,61454866.44,0.296,000550
2025-06-18,19.57284912,19.5825195,19.31174886,19.41812304,2864888,57578847.94,-1.2297,000550
2025-06-19,19.3891119,19.44713418,19.26339696,19.3891119,3006448,60155912.34,-0.1494,000550
2025-06-20,19.2924081,19.55350836,19.26339696,19.39878228,2429324,48683583.72,0.0499,000550
2025-06-23,19.30207848,19.40845266,19.1473524,19.36977114,2723000,54300053.0,-0.1496,000550
2025-06-24,19.55350836,19.71790482,19.5341676,19.6308714,3983502,80927136.9,1.348,000550
2025-06-25,19.65988254,19.69856406,19.4858157,19.6792233,3594753,72816247.37,0.2463,000550
2025-06-26,19.6792233,19.7275752,19.51482684,19.52449722,3512704,71226005.32,-0.7862,000550
2025-06-27,19.60186026,19.74691596,19.5341676,19.65988254,3430160,69797347.8,0.6934,000550
2025-06-30,19.65988254,19.73724558,19.60186026,19.65988254,2639202,53663660.63,0.0,000550
2025-07-01,19.7275752,19.73724558,19.54383798,19.64054178,2540200,51592644.88,-0.0984,000550
2025-07-02,19.5825195,19.64054178,19.4858157,19.5825195,2290000,46331834.0,-0.2954,000550
2025-07-03,19.6308714,20.2594461,19.6308714,19.86296052,6581641,136155684.02,1.4321,000550
2025-07-04,19.70823444,19.86296052,19.68889368,19.7275752,3002838,61374482.72,-0.6816,000550
2025-07-07,19.7275752,19.76625672,19.5825195,19.66955292,1737314,35291376.1,-0.2941,000550
2025-07-08,19.65988254,19.824279,19.6308714,19.80493824,2513304,51382530.68,0.6883,000550
