日期,开盘,最高,最低,收盘,成交量,成交额,涨跌幅,代码
2025-08-06,8.75,8.8,8.72,8.78,30608884.000000004,268072.108,0.0,001979
2025-08-07,8.75,8.9,8.72,8.87,51643648.0,455664.215,1.03,001979
2025-08-08,8.86,8.89,8.82,8.87,29905519.0,265032.092,0.0,001979
2025-08-11,8.94,9.0,8.88,8.89,39615998.0,353403.444,0.23,001979
2025-08-12,8.9,8.94,8.83,8.87,35651104.0,316727.399,-0.22,001979
2025-08-13,8.89,8.91,8.82,8.84,34695197.0,307213.489,-0.34,001979
2025-08-14,8.85,9.09,8.84,8.9,72670493.0,651801.06,0.68,001979
2025-08-15,8.9,9.19,8.89,9.17,94516514.0,862560.918,3.03,001979
2025-08-18,9.16,9.2,9.03,9.05,74418555.0,676559.63,-1.31,001979
2025-08-19,9.1,9.23,9.09,9.18,76621671.0,702373.572,1.44,001979
2025-08-20,9.13,9.25,9.08,9.24,60275235.0,554510.391,0.65,001979
2025-08-21,9.21,9.27,9.16,9.18,42938088.0,395699.475,-0.65,001979
2025-08-22,9.18,9.21,9.1,9.17,44697321.0,408718.954,-0.11,001979
2025-08-25,9.2,9.7,9.19,9.41,185480977.0,1754115.993,2.62,001979
2025-08-26,9.34,9.39,9.28,9.34,56025191.0,522862.602,-0.74,001979
2025-08-27,9.31,9.34,9.02,9.02,70226682.0,643982.017,-3.43,001979
2025-08-28,9.08,9.11,8.89,9.06,55080830.00000001,497046.261,0.44,001979
2025-08-29,9.15,9.24,9.1,9.15,62883131.99999999,576581.419,0.99,001979
2025-09-01,9.3,9.45,9.12,9.35,111219283.0,1037802.626,2.19,001979
2025-09-02,9.34,9.41,9.12,9.24,60644867.00000001,562077.465,-1.18,001979
2025-09-03,9.24,9.27,9.02,9.03,48843920.0,443541.913,-2.27,001979
2025-09-04,9.06,9.1,8.95,9.06,55943139.0,504527.437,0.33,001979
2025-09-05,9.05,9.09,8.96,9.09,46906463.0,423113.349,0.33,001979
2025-09-08,9.24,9.45,9.2,9.31,101536058.0,944984.631,2.42,001979
2025-09-09,9.32,9.62,9.28,9.57,104656022.0,993780.558,2.79,001979
2025-09-10,9.51,9.57,9.45,9.53,54478512.0,518022.579,-0.42,001979
2025-09-11,9.48,9.51,9.38,9.45,55436004.0,522132.144,-0.84,001979
2025-09-12,9.43,9.61,9.41,9.46,69835728.0,662035.134,0.11,001979
2025-09-15,9.4,9.73,9.32,9.7,97448965.0,931958.578,2.54,001979
2025-09-16,9.63,9.74,9.5,9.67,69322863.0,666637.225,-0.31,001979
2025-09-17,9.65,9.69,9.52,9.62,43134857.0,414025.959,-0.52,001979
