日期,开盘,最高,最低,收盘,成交量,成交额,涨跌幅,代码
2025-05-09,5.2989328,5.2989328,5.1694476,5.179408,34196924.0,179030423.78,-2.0716,600399
2025-05-12,5.1993288,5.428418,5.1993288,5.4084972,75176673.0,404035448.74,4.4231,600399
2025-05-13,5.4483388,5.4682596,5.2889724,5.3188536,42836000.0,229548007.21,-1.6575,600399
2025-05-14,5.3088932,5.328814,5.22921,5.279012,32276133.0,170757164.48,-0.7491,600399
2025-05-15,5.2690516,5.279012,5.2092892,5.2192496,19502991.0,102532471.75,-1.1321,600399
2025-05-16,5.2192496,5.279012,5.179408,5.1993288,22801200.0,119410248.0,-0.3817,600399
2025-05-19,5.1993288,5.22921,5.1395664,5.2192496,19707773.0,102725469.58,0.3831,600399
2025-05-20,5.2192496,5.22921,5.1594872,5.1993288,23728033.0,123440260.6,-0.3817,600399
2025-05-21,5.179408,5.1993288,5.1495268,5.1594872,20547184.0,106569471.12,-0.7663,600399
2025-05-22,5.1694476,5.179408,5.0997248,5.1096852,20097300.0,103482506.0,-0.9653,600399
2025-05-23,5.1196456,5.1594872,5.0598832,5.0698436,18349900.0,94202619.72,-0.7797,600399
2025-05-26,5.079804,5.0997248,5.0499228,5.0997248,11925400.0,60873877.0,0.5894,600399
2025-05-27,5.1096852,5.1495268,5.0598832,5.1495268,15342950.0,78617172.5,0.9766,600399
2025-05-28,5.1395664,5.1495268,5.0598832,5.079804,14466700.0,73946682.0,-1.354,600399
2025-05-29,5.079804,5.1096852,5.0598832,5.0997248,16900800.0,86373413.0,0.3922,600399
2025-05-30,5.0997248,5.0997248,5.0499228,5.0499228,17090800.0,86965492.0,-0.9766,600399
2025-06-03,5.030002,5.0598832,4.9901604,5.0399624,19474650.0,98160285.0,-0.1972,600399
2025-06-04,5.0399624,5.129606,5.030002,5.0897644,22428208.0,114319186.72,0.9881,600399
2025-06-05,5.0997248,5.0997248,5.0399624,5.0698436,15341150.0,77993663.0,-0.3914,600399
2025-06-06,5.0698436,5.079804,5.030002,5.0399624,21978800.0,111382813.21,-0.5894,600399
2025-06-09,5.0499228,5.079804,5.0399624,5.0598832,20468733.0,103920052.64,0.3953,600399
2025-06-10,5.0598832,5.079804,4.9901604,5.0200416,29761608.0,150321149.6,-0.7874,600399
2025-06-11,5.0200416,5.0499228,5.0100812,5.030002,17725000.0,89595884.0,0.1984,600399
2025-06-12,5.03,5.09,5.0,5.07,28164217.0,142193450.72,0.7952,600399
2025-06-13,5.06,5.14,5.01,5.02,51086426.0,257992123.3,-0.9862,600399
2025-06-16,5.01,5.13,4.99,5.12,38709878.0,196753300.37,1.992,600399
2025-06-17,5.12,5.14,5.07,5.09,21259700.0,108336540.0,-0.5859,600399
2025-06-18,5.1,5.11,5.04,5.06,18620300.0,94248301.0,-0.5894,600399
2025-06-19,5.04,5.06,4.98,5.0,24672700.0,123600141.0,-1.1858,600399
2025-06-20,5.0,5.02,4.97,4.98,16924940.0,84406174.2,-0.4,600399
2025-06-23,4.98,5.02,4.95,5.0,15762871.0,78639413.59,0.4016,600399
2025-06-24,5.0,5.04,5.0,5.03,19382324.0,97312990.23,0.6,600399
2025-06-25,5.02,5.15,5.02,5.13,52595535.0,267878532.2,1.9881,600399
2025-06-26,5.14,5.25,5.11,5.12,49073200.0,253994101.0,-0.1949,600399
2025-06-27,5.17,5.17,5.11,5.13,27743950.0,142317023.0,0.1953,600399
2025-06-30,5.14,5.23,5.13,5.22,46675703.0,242576955.16,1.7544,600399
2025-07-01,5.24,5.25,5.19,5.22,27783590.0,144934118.7,0.0,600399
2025-07-02,5.22,5.4,5.17,5.33,82845601.0,439591907.68,2.1073,600399
2025-07-03,5.29,5.3,5.19,5.22,52386692.0,274067025.32,-2.0638,600399
