日期,开盘,最高,最低,收盘,成交量,成交额,涨跌幅,代码
2025-08-06,29.21173215,29.21173215,28.65437031,28.74394632,6993057.0,202339859.36,-1.7018,003001
2025-08-07,28.7638521,28.94300412,28.28611338,28.35578361,5979643.0,171251438.74,-1.3504,003001
2025-08-08,28.4652654,29.39088417,28.12686714,29.28140238,9205968.0,267161796.2,3.2643,003001
2025-08-11,29.4605544,29.6596122,28.97286279,29.30130816,6525579.0,191865642.37,0.068,003001
2025-08-12,29.2614966,29.2614966,28.64441742,28.863381,5081156.0,147434477.33,-1.4946,003001
2025-08-13,28.82356944,28.99276857,28.51502985,28.7638521,4467169.0,128902390.77,-0.3448,003001
2025-08-14,28.74394632,28.91314545,27.99747957,28.00743246,5923856.0,169094921.29,-2.6298,003001
2025-08-15,27.2709186,27.90790356,26.73346254,27.7685631,6520683.0,179782161.71,-0.8529,003001
2025-08-18,27.83823333,28.34583072,27.7685631,28.15672581,4296545.0,121332860.65,1.3978,003001
2025-08-19,28.14677292,28.15672581,27.74865732,27.84818622,4017767.0,112673939.17,-1.0958,003001
2025-08-20,27.868092,28.1666787,27.5695053,28.14677292,3648131.0,102031241.45,1.0722,003001
2025-08-21,28.5647943,28.63446453,27.77851599,27.78846888,4762985.0,134516819.86,-1.273,003001
2025-08-22,27.77851599,27.91785645,27.6690342,27.88799778,3419509.0,95475764.8,0.3582,003001
2025-08-25,27.92780934,28.27616049,27.91785645,28.01738535,4235315.0,119618120.17,0.464,003001
2025-08-26,27.868092,27.868092,27.40030617,27.52969374,4816917.0,133388198.57,-1.7407,003001
2025-08-27,27.52969374,28.0671498,27.03204924,27.04200213,5839214.0,161448231.44,-1.7715,003001
2025-08-28,26.89270878,27.15148392,25.6784562,26.40501717,6755985.0,179356865.12,-2.3555,003001
2025-08-29,26.31544116,26.61402786,26.03676024,26.06661891,3291907.0,86788186.59,-1.2816,003001
2025-09-01,26.06661891,26.2756296,25.98699579,26.20595937,2824444.0,74220900.52,0.5346,003001
2025-09-02,26.35525272,26.35525272,25.4793984,25.60878597,3710925.0,96022645.2,-2.2788,003001
2025-09-03,25.60878597,25.68840909,24.97180101,24.99170679,3219985.0,81925581.89,-2.4096,003001
2025-09-04,24.99170679,26.35525272,24.99170679,25.93723134,6145928.0,159693439.07,3.7834,003001
2025-09-05,26.03676024,26.49459318,25.35001083,26.26567671,5277525.0,137867506.06,1.2663,003001
2025-09-08,26.30548827,26.32539405,25.3798695,25.73817354,4702527.0,121543581.07,-2.0083,003001
2025-09-09,25.74812643,25.877514,25.2803406,25.33010505,3001424.0,77029901.45,-1.5855,003001
2025-09-10,25.32015216,25.44953973,25.09123569,25.15095303,2049270.0,51910215.64,-0.7073,003001
2025-09-11,25.25048193,25.52916285,25.04147124,25.42963395,2585025.0,65597479.31,1.108,003001
2025-09-12,25.36991661,25.61873886,25.29029349,25.33010505,2254738.0,57639452.6,-0.3914,003001
2025-09-15,25.2803406,25.32015216,24.882225,25.01161257,2820960.0,70804988.01,-1.2574,003001
2025-09-16,24.9817539,25.30024638,24.882225,25.2803406,2207250.0,55631580.09,1.0744,003001
2025-09-17,25.23057615,25.35001083,24.96184812,25.03151835,2742618.0,69132283.32,-0.9843,003001
2025-09-18,25.0812828,25.22062326,24.36467472,24.53387385,3030846.0,75656570.53,-1.9881,003001
2025-09-19,24.4841094,24.90213078,24.41443917,24.62344986,2539057.0,62850416.04,0.3651,003001
2025-09-22,24.62344986,24.62344986,23.7874071,23.86703022,3798098.0,91720051.1,-3.0719,003001
2025-09-23,23.86703022,23.91679467,23.03098746,23.46891462,3459198.0,81187129.73,-1.6681,003001
2025-09-24,23.2897626,23.59830219,23.22009237,23.57839641,2278120.0,53680871.63,0.4665,003001
2025-09-25,23.5883493,23.66797242,23.02103457,23.03098746,2680176.0,62631090.12,-2.3217,003001
2025-09-26,22.91155278,23.46891462,22.82197677,23.0907048,2916368.0,67954560.17,0.2593,003001
2025-09-29,23.0907048,23.11061058,22.51343718,23.02103457,2430670.0,55977070.89,-0.3017,003001
2025-09-30,23.13051636,23.13051636,22.67268342,22.70254209,2641824.0,60515997.71,-1.3835,003001
2025-10-09,22.85183544,22.87174122,22.53334296,22.71249498,3175183.0,72295691.53,0.0438,003001
2025-10-10,22.74235365,23.2897626,22.57315452,23.04094035,4734665.0,109674892.29,1.4461,003001
2025-10-13,22.57315452,22.87174122,22.01579268,22.84188255,2840361.0,64478880.71,-0.8639,003001
2025-10-14,23.15042214,25.13104725,23.0907048,24.2850516,10938644.0,268327625.85,6.3181,003001
2025-10-15,24.10589958,24.86231922,23.93670045,24.44429784,6543966.0,160770562.38,0.6557,003001
2025-10-16,24.43434495,24.43434495,23.3892915,23.50872618,4310396.0,102798399.71,-3.8274,003001
2025-10-17,23.50872618,23.74759554,23.1902337,23.23999815,2983393.0,70292169.19,-1.1431,003001
2025-10-20,23.49877329,23.69783109,22.91155278,23.53858485,3129777.0,73165691.9,1.2848,003001
2025-10-21,23.85707733,24.65330853,23.85707733,24.10589958,5035515.0,122876667.55,2.4101,003001
2025-10-22,24.11585247,26.4746874,24.11585247,25.80784377,11872676.0,304749341.87,7.0603,003001
2025-10-23,25.34005794,25.39977528,24.46420362,24.97180101,7273515.0,181218852.06,-3.2395,003001
2025-10-24,24.95189523,24.95189523,24.23528715,24.45425073,6227765.0,152662909.75,-2.0725,003001
2025-10-27,24.46420362,25.13104725,23.89688889,24.71302587,6558014.0,161205111.08,1.0582,003001
2025-10-28,24.67321431,24.67321431,23.60825508,23.73764265,5834483.0,140906064.5,-3.9468,003001
2025-10-29,23.50872618,23.69783109,23.05089324,23.23999815,3969730.0,92649849.58,-2.0964,003001
2025-10-30,23.14046925,23.23999815,22.90159989,22.91155278,2815001.0,65209903.85,-1.4133,003001
2025-10-31,22.54329585,22.95136434,22.22480337,22.90159989,3262852.0,74272723.14,-0.0434,003001
2025-11-03,22.91155278,23.26985682,22.85183544,23.18028081,2699728.0,62597613.53,1.2169,003001
2025-11-04,23.0907048,23.27980971,22.73240076,22.87174122,2410412.0,55548903.05,-1.331,003001
2025-11-05,22.87174122,22.97127012,22.5930603,22.74235365,2294729.0,52388951.84,-0.5657,003001
2025-11-06,22.891647,22.91155278,22.55324874,22.6925892,1771035.0,40406280.6,-0.2188,003001
2025-11-07,22.7921181,22.84188255,22.61296608,22.64282475,1726212.0,39403604.76,-0.2193,003001
2025-11-10,22.65277764,22.88169411,22.55324874,22.85183544,1808039.0,41355818.9,0.9231,003001
2025-11-11,22.85183544,23.16037503,22.67268342,23.12056347,2581790.0,59422456.48,1.176,003001
2025-11-12,23.13051636,23.18028081,22.72244787,22.77221232,1925346.0,44208940.02,-1.5067,003001
2025-11-13,22.77221232,22.85183544,22.63287186,22.75230654,1565407.0,35736063.4,-0.0874,003001
2025-11-14,22.6925892,22.81202388,22.5930603,22.5930603,1725520.0,39327479.88,-0.6999,003001
2025-11-17,22.66273053,22.76225943,22.3940025,22.53334296,1320873.0,29902646.86,-0.2643,003001
2025-11-18,22.53334296,22.53334296,22.20489759,22.21485048,1660340.0,37197127.68,-1.4134,003001
2025-11-19,22.32433227,22.32433227,21.66744153,21.6973002,2103582.0,46212174.43,-2.3297,003001
2025-11-20,21.82668777,21.82668777,21.30913749,21.45843084,1612242.0,34852363.87,-1.1009,003001
2025-11-21,21.47833662,21.62762997,20.83139877,20.83139877,2315306.0,49082639.59,-2.9221,003001
2025-11-24,20.87121033,21.24942015,20.83139877,21.05036235,1347706.0,28462458.56,1.0511,003001
2025-11-25,21.05036235,21.31909038,20.95083345,21.23946726,1458903.0,31122738.28,0.8983,003001
2025-11-26,21.28923171,21.41861928,20.901069,20.91102189,1564595.0,33187490.15,-1.5464,003001
2025-11-27,20.91102189,21.37880772,20.75177565,21.24942015,1879233.0,39719530.5,1.6183,003001
2025-11-28,21.1996557,21.30913749,21.05036235,21.2991846,988250.0,21060718.53,0.2342,003001
2025-12-01,21.2991846,21.78687621,21.25937304,21.60772419,1630328.0,35314431.96,1.4486,003001
2025-12-02,21.6973002,21.71720598,21.22951437,21.23946726,1134074.0,24324742.42,-1.7043,003001
2025-12-03,21.23946726,21.56791263,21.13993836,21.24942015,1137138.0,24322417.92,0.0469,003001
2025-12-04,21.24942015,21.54800685,21.06031524,21.24942015,1277295.0,27320008.55,0.0,003001
2025-12-05,21.38876061,21.64753575,21.20960859,21.61767708,1556800.0,33645994.2,1.733,003001
2025-12-08,21.6973002,22.77221232,21.50819529,22.1949447,4775776.0,107047442.27,2.6703,003001
2025-12-09,22.06555713,22.58310741,21.6973002,21.75701754,3062142.0,68091900.45,-1.9731,003001
2025-12-10,21.74706465,21.75701754,21.23946726,21.26932593,1907500.0,40983721.45,-2.2415,003001
2025-12-11,21.40866639,21.67739442,20.88116322,20.901069,1983606.0,42224724.18,-1.7314,003001
2025-12-12,20.85130455,20.98069212,20.65224675,20.69205831,1928751.0,40179354.07,-1.0,003001
2025-12-15,20.56267074,20.66219964,20.13469647,20.14464936,1867060.0,38179253.2,-2.6455,003001
2025-12-16,20.14464936,20.33375427,19.8062511,19.81620399,2057525.0,41199819.19,-1.6304,003001
