date,开盘,最高,最低,收盘,成交量,成交额,代码,涨跌幅
2026-06-09,3865.6931,3962.8976,3823.7604,3961.7493,34449325.91,298262478068.99,SZ399006,3.9342
2026-06-10,3897.73,3928.3596,3818.3123,3854.7935,32466886.06,252512751001.34,SZ399006,-2.6997
2026-06-11,3839.1872,3910.278,3755.6132,3811.246,32575962.42,263946265122.06,SZ399006,-1.1297
2026-06-12,3921.0888,3921.5348,3822.4219,3830.353,43564051.03,347261908813.33,SZ399006,0.5013
2026-06-15,3896.167,4033.5349,3844.0802,4033.5349,44332347.53,377348797594.71,SZ399006,5.3045
2026-06-16,4065.2708,4142.4326,4053.8784,4102.9421,44609657.31,383603681454.93,SZ399006,1.7208
2026-06-17,4061.2973,4168.1644,4058.6137,4167.0478,40248999.96,374395196639.71,SZ399006,1.5624
2026-06-18,4153.6209,4272.0078,4153.6209,4252.3903,43444854.27,400912357820.75,SZ399006,2.048
2026-06-22,4272.9877,4359.392,4229.3149,4359.392,58680744.02,492414870924.96,SZ399006,2.5163
2026-06-23,4343.8755,4350.0633,4159.4762,4192.1945,52376462.81,429692558934.5,SZ399006,-3.8353
2026-06-24,4181.9056,4257.2497,4161.5806,4251.4244,45331913.28,392635954469.95,SZ399006,1.4129
2026-06-25,4278.3393,4380.4125,4242.8633,4371.9891,51159690.8,485032390869.43,SZ399006,2.8359
2026-06-26,4319.4094,4328.6995,4175.3771,4194.2089,48806791.53,461055509001.0,SZ399006,-4.0663
2026-06-29,4200.674,4265.4634,4103.6328,4216.6985,50106009.75,445936860229.42,SZ399006,0.5362
2026-06-30,4217.6332,4353.1051,4205.7421,4342.7123,43449410.71,404917646552.77997,SZ399006,2.9884
2026-07-01,4336.1611,4361.825,4222.2226,4260.7208,55769708.87,468877142340.73004,SZ399006,-1.888
2026-07-02,4135.3424,4168.8728,3999.5674,4017.2735,51499405.8,424667203111.41003,SZ399006,-5.7138
2026-07-03,4010.8191,4115.6286,3985.363,4019.9341,45017606.27,370243740673.2,SZ399006,0.0662
2026-07-06,4050.876,4063.6309,3903.478,3948.86,41421818.32,346872243118.03,SZ399006,-1.768
2026-07-07,3931.4388,3976.114,3859.4262,3911.9075,35509095.75,288763420057.95,SZ399006,-0.9358
2026-07-08,3932.4198,3965.3879,3824.3295,3845.3513,42198034.08,324784236542.94,SZ399006,-1.7014
2026-07-09,3892.1234,4025.316,3812.6552,4018.1744,46000680.04,368265043401.12,SZ399006,4.4943
2026-07-10,4041.8593,4060.5332,3842.3475,3842.7314,53486667.54,424191262853.86005,SZ399006,-4.3662
2026-07-13,3809.8585,3855.7535,3691.2325,3723.5166,43381990.11,335587229017.6,SZ399006,-3.1023
2026-07-14,3729.6129,3855.0347,3673.9586,3851.1372,40744813.08,341296657288.11005,SZ399006,3.4274
2026-07-15,3879.7659,3905.3115,3794.3444,3804.7038,40007568.45,291978689357.11005,SZ399006,-1.2057
2026-07-16,3710.5069,3796.3456,3658.0684,3692.4573,41991283.51,285236187751.38995,SZ399006,-2.9502
2026-07-17,3642.0568,3642.0568,3387.2594,3428.6298,48153424.03,358504138857.42004,SZ399006,-7.145
2026-07-20,3504.1162,3550.5941,3338.2134,3443.1015,47256338.8,339287906700.83997,SZ399006,0.4221
2026-07-21,3469.2229,3687.1467,3373.0396,3685.9684,52103482.01,388842951425.32,SZ399006,7.0537
2026-07-22,3644.9764,3694.8996,3553.3675,3566.7323,42989110.95,340113315900.67,SZ399006,-3.2349
2026-07-23,3596.7348,3621.7275,3538.1062,3575.5202,35404880.39,263397169548.7,SZ399006,0.2464
2026-07-24,3515.5037,3561.3499,3480.8702,3480.8702,33013985.72,221147036425.22,SZ399006,-2.6472
2026-07-27,3482.0447,3592.1,3449.205,3590.7872,33578589.04,238454148103.97,SZ399006,3.1577
2026-07-28,3478.8636,3511.7002,3312.3049,3327.0298,32271220.62,276332846086.31006,SZ399006,-7.3454
2026-07-29,3333.4807,3411.0318,3249.6469,3378.6964,41224046.66,297543516559.71,SZ399006,1.5529
2026-07-30,3331.3212,3353.8096,3158.1393,3244.6179,43788795.18,332471702010.88,SZ399006,-3.9684
2026-07-31,3411.6115,3464.8974,3343.9641,3343.9641,51483986.45,356083866108.75,SZ399006,3.0619
2026-08-03,3320.0927,3342.173,3280.8429,3302.5534,39173255.39,234054097897.33,SZ399006,-1.2384
2026-08-04,3353.5119,3510.5118,3342.4065,3488.9663,44203366.76,305124249109.33,SZ399006,5.6445
2026-08-05,3372.0823,3584.0617,3372.042,3535.1431,49937396.71,382567610059.61,SZ399006,1.3235
2026-08-06,3472.1465,3574.4058,3444.3585,3515.5603,43347894.41,320806446485.6,SZ399006,-0.5539
2026-08-07,3537.44,3613.8713,3507.6151,3563.1165,48597660.72,364542516963.45,SZ399006,1.3527
