datetime,开盘,最高,最低,收盘,成交量,成交额,代码
2026-06-09 10:00:00,14992.5473,15003.161199999997,14890.0056,14973.2389,244904451,469209544344.108,SZ399001
2026-06-09 10:30:00,14975.6977,15006.522499999995,14846.553499999987,14912.990499999993,95036089,192043792227.82007,SZ399001
2026-06-09 11:00:00,14914.698800000002,14945.641500000003,14884.457399999994,14915.876799999982,60348385,121390970658.78212,SZ399001
2026-06-09 11:30:00,14913.780300000002,15011.548700000008,14908.707099999983,15007.109099999989,48612408,104508234407.34302,SZ399001
2026-06-09 13:30:00,15024.0372,15108.184600000006,15024.037199999982,15065.041199999989,69683835,162872282761.73593,SZ399001
2026-06-09 14:00:00,15064.641100000004,15176.299200000018,15064.641099999972,15135.569999999983,51870897,117948930158.23305,SZ399001
2026-06-09 14:30:00,15135.9283,15233.491300000014,15135.927899999964,15231.818499999972,58384251,116958506788.79012,SZ399001
2026-06-09 15:00:00,15233.2044,15274.71640000001,15232.11119999995,15268.71469999999,89210363,182274867673.8451,SZ399001
2026-06-10 10:00:00,15062.5077,15149.3693,15031.223400000004,15084.752099999994,245067950,485208287989.34174,SZ399001
2026-06-10 10:30:00,15080.371699999992,15091.650900000004,14941.402300000009,14941.402300000002,104603996,206393776909.06082,SZ399001
2026-06-10 11:00:00,14941.041399999993,14992.667700000007,14901.703500000016,14927.480500000018,69218507,132093126738.57684,SZ399001
2026-06-10 11:30:00,14924.160699999997,14999.676700000013,14916.675100000017,14972.75230000003,51745826,99489602718.10486,SZ399001
2026-06-10 13:30:00,14953.315,14953.315000000017,14861.828000000009,14909.679500000022,62310684,125129232376.66083,SZ399001
2026-06-10 14:00:00,14908.2493,14953.349900000005,14817.11130000002,14953.349900000014,53590527,106748295222.75677,SZ399001
2026-06-10 14:30:00,14952.9802,14998.161100000008,14895.484400000025,14959.370500000012,45696164,89914564051.14073,SZ399001
2026-06-10 15:00:00,14960.728700000003,15001.269700000012,14927.305600000009,14954.10080000001,78228675,147195923791.23468,SZ399001
2026-06-11 10:00:00,14889.5674,15062.747599999986,14880.341000000002,14957.700999999972,223597787,437375988278.7276,SZ399001
2026-06-11 10:30:00,14954.923999999995,14954.92399999998,14818.269600000009,14826.329499999973,93266409,182950129709.55066,SZ399001
2026-06-11 11:00:00,14827.726999999992,14854.208799999971,14765.325700000009,14852.571299999969,60586652,124366818120.79387,SZ399001
2026-06-11 11:30:00,14850.65159999999,14850.651599999974,14734.942699999989,14756.974799999953,49716042,104826905668.97884,SZ399001
2026-06-11 13:30:00,14776.520999999995,14911.784299999968,14776.52099999999,14835.241299999952,64878686,142599907647.73578,SZ399001
2026-06-11 14:00:00,14832.221899999991,14878.224599999974,14793.845199999989,14813.876799999964,52630329,109745364089.48785,SZ399001
2026-06-11 14:30:00,14814.26569999999,14821.220499999969,14706.0861,14745.59009999996,49420450,113721499270.1459,SZ399001
2026-06-11 15:00:00,14748.175399999993,14853.412199999972,14748.175400000002,14851.975099999969,75721331,150880325993.57898,SZ399001
2026-06-12 10:00:00,15149.5195,15151.531,15012.8702,15089.4932,247567901,541735191560.05304,SZ399001
2026-06-12 10:30:00,15088.0071,15119.6689,15042.2091,15052.4904,116886383,230777310281.949,SZ399001
2026-06-12 11:00:00,15050.2387,15170.1551,15043.2071,15135.3296,78401769,163266271112.081,SZ399001
2026-06-12 11:30:00,15135.2054,15171.2236,15098.3856,15103.1363,65960591,144036776909.638,SZ399001
2026-06-12 13:30:00,15108.6443,15132.6431,15049.6101,15103.9632,73471709,162167496269.34396,SZ399001
2026-06-12 14:00:00,15103.1739,15103.1739,14997.7768,15015.9009,59645462,121256151482.30997,SZ399001
2026-06-12 14:30:00,15014.2419,15050.4894,15003.1307,15011.2199,52588247,111033088974.66998,SZ399001
2026-06-12 15:00:00,15011.0739,15017.4866,14943.4331,14963.4073,97814361,203275939311.88602,SZ399001
2026-06-15 10:00:00,15153.182400000002,15275.434800000012,15055.949200000008,15230.35760000001,274939896,571551718168.9929,SZ399001
2026-06-15 10:30:00,15234.2524,15329.154000000017,15231.345600000004,15328.577300000014,111309355,242141788207.38434,SZ399001
2026-06-15 11:00:00,15327.896200000005,15359.786400000014,15256.226,15304.63840000002,67205639,155483384589.1232,SZ399001
2026-06-15 11:30:00,15303.369200000006,15357.70730000001,15283.737499999996,15342.465700000024,50353810,117793031102.42116,SZ399001
2026-06-15 13:30:00,15350.02,15400.451700000003,15317.482599999994,15400.451699999996,65843412,150204162949.39227,SZ399001
2026-06-15 14:00:00,15400.725599999998,15457.782800000012,15399.0058,15435.2129,49956638,111574508830.3583,SZ399001
2026-06-15 14:30:00,15435.720399999997,15452.55110000002,15414.011800000006,15446.55360000002,50019842,98583768075.80917,SZ399001
2026-06-15 15:00:00,15446.416299999992,15531.109500000026,15439.490400000002,15531.109500000008,87426091,180280085243.73108,SZ399001
2026-06-16 10:00:00,15584.3702,15651.683,15537.502699999995,15609.3525,246662265,561091162662.7949,SZ399001
2026-06-16 10:30:00,15606.9932,15645.269800000004,15554.085600000002,15641.179500000022,102088318,233470081861.60904,SZ399001
2026-06-16 11:00:00,15638.2269,15723.106300000009,15632.847300000014,15662.872300000015,77170207,162812191197.54324,SZ399001
2026-06-16 11:30:00,15663.233400000006,15721.61990000001,15659.5673,15712.64390000001,51463421,115619465564.88727,SZ399001
2026-06-16 13:30:00,15718.539600000007,15761.00350000001,15654.107899999992,15688.510000000024,76228323,173741255673.7123,SZ399001
2026-06-16 14:00:00,15686.739000000009,15699.030700000005,15604.46549999998,15684.519700000008,60001786,140884411627.32333,SZ399001
2026-06-16 14:30:00,15683.975700000006,15730.0623,15667.509099999976,15700.198100000016,55711026,119418979582.78337,SZ399001
2026-06-16 15:00:00,15702.641500000003,15707.9065,15641.964799999994,15675.245699999989,85503456,188045309613.10345,SZ399001
2026-06-17 10:00:00,15569.9231,15768.226899999983,15569.9231,15741.393999999982,246821183,527919213660.98395,SZ399001
2026-06-17 10:30:00,15740.997100000004,15812.149399999986,15740.559099999997,15805.76239999997,104607944,240612649759.36795,SZ399001
2026-06-17 11:00:00,15806.260000000002,15827.204099999988,15767.342799999986,15799.483999999968,74341728,167528917094.0479,SZ399001
2026-06-17 11:30:00,15799.765200000002,15822.610399999996,15710.598999999973,15735.598899999952,59893670,144357320833.52484,SZ399001
2026-06-17 13:30:00,15741.211400000002,15770.352700000009,15669.92859999998,15759.307199999965,67747046,167920094971.5381,SZ399001
2026-06-17 14:00:00,15760.285300000003,15818.239900000011,15758.700799999991,15786.91839999996,52616440,129373961064.36104,SZ399001
2026-06-17 14:30:00,15787.703999999998,15798.411300000012,15752.261199999994,15782.08539999995,51265606,112928719930.63202,SZ399001
2026-06-17 15:00:00,15781.8612,15885.49160000002,15781.861199999992,15880.95069999996,88622615,197977387137.52112,SZ399001
2026-06-18 10:00:00,15826.7944,16026.1224,15825.3165,16025.5005,251046282,559745094626.225,SZ399001
2026-06-18 10:30:00,16024.4079,16075.6002,15998.0737,16050.3912,116618986,265541858383.78403,SZ399001
2026-06-18 11:00:00,16049.5359,16049.5359,15962.4942,15964.1354,79190422,172535414361.617,SZ399001
2026-06-18 11:30:00,15962.6014,15995.9186,15905.5688,15970.8594,58015130,134915457654.78795,SZ399001
2026-06-18 13:30:00,15975.1739,16069.1703,15940.3216,16066.1581,64409757,164359064614.59094,SZ399001
2026-06-18 14:00:00,16067.1649,16087.545,15999.7058,16059.0094,54453937,125156432183.82399,SZ399001
2026-06-18 14:30:00,16057.3496,16091.0815,16020.0878,16073.6368,51773203,122795582344.96199,SZ399001
2026-06-18 15:00:00,16075.6266,16104.7674,15988.2493,16030.7024,89469203,204584035598.005,SZ399001
2026-06-22 10:00:00,16095.6286,16204.7901,16003.6318,16146.268299999989,295691511,672844852647.1075,SZ399001
2026-06-22 10:30:00,16143.0485,16161.4211,15990.521500000008,15990.52150000001,132343793,325428314653.7657,SZ399001
2026-06-22 11:00:00,15987.5179,16072.793800000003,15920.4578,15975.494400000003,88096157,228986285650.74417,SZ399001
2026-06-22 11:30:00,15976.0548,16077.484300000018,15914.051600000004,16077.195499999998,60187801,144556985027.31503,SZ399001
2026-06-22 13:30:00,16083.817500000005,16186.615200000011,16074.32520000001,16155.068800000012,80061811,180657266970.19586,SZ399001
2026-06-22 14:00:00,16153.940900000003,16223.92860000002,16106.245500000015,16210.222900000008,59155131,128834294083.38058,SZ399001
2026-06-22 14:30:00,16211.773500000005,16324.272800000012,16211.77350000002,16321.262700000008,66423129,142315724016.17154,SZ399001
2026-06-22 15:00:00,16321.903300000004,16374.019900000008,16321.903300000018,16372.498699999978,94809283,209574746656.03665,SZ399001
2026-06-23 10:00:00,16324.2424,16355.951699999996,16049.607400000008,16126.831800000004,311272689,684565711089.1776,SZ399001
2026-06-23 10:30:00,16124.57200000001,16257.05600000001,16103.458900000009,16245.5968,114581314,259533390672.35077,SZ399001
2026-06-23 11:00:00,16246.86790000001,16269.336000000008,16154.52110000003,16162.396900000034,68674896,168215689780.7406,SZ399001
2026-06-23 11:30:00,16164.00990000001,16168.629800000012,16014.0619,16072.105500000003,55338331,137662401474.67114,SZ399001
2026-06-23 13:30:00,16070.946800000002,16070.946800000003,15951.2032,15955.022100000002,58148587,139851016998.63,SZ399001
2026-06-23 14:00:00,15955.324100000002,16024.924700000003,15916.6673,15916.6673,44702508,104146561576.68597,SZ399001
2026-06-23 14:30:00,15915.9062,15925.5916,15756.410999999993,15757.486999999996,64737002,148937633453.02197,SZ399001
2026-06-23 15:00:00,15759.359799999997,15876.07679999999,15759.359799999993,15854.1963,86717462,193882629329.30695,SZ399001
2026-06-24 10:00:00,15782.3995,15941.81689999999,15730.163300000004,15924.23069999998,258998182,542817007690.8454,SZ399001
2026-06-24 10:30:00,15923.737100000006,15943.663699999988,15845.254100000006,15937.208099999994,113132441,246915087097.4498,SZ399001
2026-06-24 11:00:00,15934.782800000008,15936.374499999987,15755.364100000012,15786.832000000008,85986400,200314416925.29263,SZ399001
2026-06-24 11:30:00,15788.643600000009,15906.614299999985,15749.091800000007,15906.566399999989,54272838,122803146206.75748,SZ399001
2026-06-24 13:30:00,15918.140400000004,16068.406699999983,15909.444100000002,16057.273200000009,77471566,200412979216.61365,SZ399001
2026-06-24 14:00:00,16057.198100000003,16062.061799999983,15984.873300000005,16000.127,59139787,145936396606.43277,SZ399001
2026-06-24 14:30:00,16000.899000000005,16048.78989999999,15980.140900000004,16037.690699999992,52859804,119512450412.5809,SZ399001
2026-06-24 15:00:00,16037.399700000007,16056.700699999992,16002.677500000016,16051.319299999988,88897034,191423531203.82794,SZ399001
2026-06-25 10:00:00,16099.7627,16296.631499999996,16058.8501,16207.6184,294906051,676260340107.7997,SZ399001
2026-06-25 10:30:00,16210.825399999996,16246.61869999999,16102.459999999988,16174.057899999983,129699576,294222366283.4442,SZ399001
2026-06-25 11:00:00,16177.189199999992,16177.18919999999,16078.370699999994,16160.999699999977,85382908,208527770582.8313,SZ399001
2026-06-25 11:30:00,16160.961199999992,16303.38759999999,16152.561599999992,16285.830799999994,57267370,144147756159.2766,SZ399001
2026-06-25 13:30:00,16298.236599999993,16327.664799999988,16225.986499999988,16275.632299999988,72403094,179278695053.1776,SZ399001
2026-06-25 14:00:00,16276.177199999993,16311.27229999998,16221.28509999998,16223.363499999972,54507232,146601083171.77753,SZ399001
2026-06-25 14:30:00,16224.193999999996,16344.337299999985,16224.19399999998,16335.369999999972,51474154,126005863579.11455,SZ399001
2026-06-25 15:00:00,16334.531399999998,16359.620299999982,16303.483599999983,16344.082899999989,85321384,200247592657.7384,SZ399001
2026-06-26 10:00:00,16211.4062,16215.448600000002,16016.756699999998,16093.231800000003,288650880,659208712494.965,SZ399001
2026-06-26 10:30:00,16093.7525,16124.1833,15965.67439999999,15965.674400000002,129912187,277340811662.37885,SZ399001
2026-06-26 11:00:00,15965.214800000002,15973.782699999998,15728.839099999992,15813.344300000006,91804601,226161672385.78662,SZ399001
2026-06-26 11:30:00,15812.0647,15859.18429999999,15752.092599999996,15846.980900000004,69220205,161804735629.52197,SZ399001
2026-06-26 13:30:00,15853.2792,15951.621,15786.8822,15875.820299999998,62849720,154255423700.5821,SZ399001
2026-06-26 14:00:00,15877.6624,16003.5493,15875.864999999996,15955.513500000015,50388137,127381995705.52705,SZ399001
2026-06-26 14:30:00,15950.5475,15950.5475,15817.6048,15835.31800000001,54857973,124260417947.261,SZ399001
2026-06-26 15:00:00,15835.574600000004,15877.64579999999,15781.264400000002,15782.2229,89350952,200800988747.87488,SZ399001
2026-06-29 10:00:00,15781.7861,15938.231800000014,15727.572599999989,15758.448300000004,294314589,641522491537.8829,SZ399001
2026-06-29 10:30:00,15760.677799999998,15811.589500000006,15531.102099999982,15697.841000000017,157169879,375949463190.49884,SZ399001
2026-06-29 11:00:00,15697.5477,15698.582000000017,15489.194599999984,15639.266299999996,78097204,196825820360.2404,SZ399001
2026-06-29 11:30:00,15640.900599999995,15696.269899999994,15563.998499999972,15591.3682,45788107,108569324741.97853,SZ399001
2026-06-29 13:30:00,15597.513199999992,15625.586499999994,15487.924399999967,15621.760000000011,56292237,120674757389.11263,SZ399001
2026-06-29 14:00:00,15621.615899999992,15815.966699999994,15598.661899999976,15771.37250000002,53230422,126630073740.08157,SZ399001
2026-06-29 14:30:00,15772.056099999996,15804.917999999992,15690.161299999972,15714.315000000042,45436432,106313964420.57361,SZ399001
2026-06-29 15:00:00,15715.147999999996,15822.90469999999,15715.147999999972,15812.870700000038,78128989,175047503995.1988,SZ399001
2026-06-30 10:00:00,15811.6684,15978.683799999986,15809.651,15978.683799999988,267819451,589495576436.7433,SZ399001
2026-06-30 10:30:00,15978.9154,16033.850999999986,15949.106599999996,16029.48109999999,98168861,232423826632.42874,SZ399001
2026-06-30 11:00:00,16027.214399999992,16106.242399999988,16016.697399999995,16051.418399999986,68082610,165132083685.12784,SZ399001
2026-06-30 11:30:00,16051.104799999994,16208.974799999987,16051.104799999996,16202.902599999989,49589999,133199183889.93484,SZ399001
2026-06-30 13:30:00,16211.287499999997,16223.60279999999,16134.513399999998,16150.149799999986,71872193,177947796108.3808,SZ399001
2026-06-30 14:00:00,16149.427299999998,16180.304999999988,16105.191700000005,16156.154000000006,54497298,133346151824.87172,SZ399001
2026-06-30 14:30:00,16157.471499999994,16187.059399999996,16139.356800000003,16162.900800000005,49195234,116274833440.92361,SZ399001
2026-06-30 15:00:00,16162.5493,16232.232599999996,16162.549300000002,16205.556500000035,85924192,195612258280.8958,SZ399001
2026-07-01 10:00:00,16226.9742,16315.369400000009,16190.296099999992,16219.790100000017,279452477,623841628960.9414,SZ399001
2026-07-01 10:30:00,16219.701099999998,16292.762600000013,16180.077899999984,16261.1578,132932251,300885985357.1596,SZ399001
2026-07-01 11:00:00,16260.443800000005,16332.480100000004,16183.38499999999,16284.21089999999,106303016,235790530715.2745,SZ399001
2026-07-01 11:30:00,16284.809400000006,16314.851800000002,16210.127699999988,16271.322299999998,69447858,147408964809.85452,SZ399001
2026-07-01 13:30:00,16275.315000000004,16279.173800000008,16153.593199999988,16192.665199999994,81536704,190274286137.98285,SZ399001
2026-07-01 14:00:00,16192.389300000008,16217.315400000009,16017.564899999994,16098.875300000003,67699120,155810756154.37796,SZ399001
2026-07-01 14:30:00,16096.390200000007,16157.963900000012,16036.384699999984,16049.296299999987,51994318,120250246721.12392,SZ399001
2026-07-01 15:00:00,16050.525200000007,16120.79610000002,15988.417099999988,16119.1683,84249123,187253689321.08783,SZ399001
2026-07-02 10:00:00,15729.9232,15776.3495,15575.372699999996,15724.433400000004,308789650,670288849510.3824,SZ399001
2026-07-02 10:30:00,15723.538199999995,15808.292100000002,15721.126599999994,15783.296100000009,111605944,249948834751.00238,SZ399001
2026-07-02 11:00:00,15779.384699999997,15886.698500000004,15769.382199999996,15769.382199999996,80242883,178854457046.80725,SZ399001
2026-07-02 11:30:00,15767.6474,15860.556,15735.612399999998,15782.3504,60702823,124422829620.31627,SZ399001
2026-07-02 13:30:00,15787.903400000005,15805.1876,15664.573400000008,15664.573399999996,71500176,158243133240.99326,SZ399001
2026-07-02 14:00:00,15663.228100000006,15668.990799999998,15564.803300000003,15598.539099999998,65010499,149118552864.69116,SZ399001
